ref,text,translated,source_zip_file
"But Cain had to go far from the Lord and live in the Land of Wandering, which is east of Eden. More and More People","Ka Keen daa yi Yawɛ sani n-chaŋ ti be tiŋgban’ shɛli din be Idɛn puu la wulimpuhili polo, ka di yuli booni Nɔd la. Keen zuliya","And Keen went from Yawɛ to a certain land that is in the Garden of Eden in the east, and its name is Nod. Keen dwelt there.",output_proprietary_batch1
Anyone who tries to get even with me will be punished ten times more than anyone who tries to get even with Cain.”,"Bɛ yi daa yɛn ku niriba ayopɔin n-yo Keen kubu samli, so yi ku mani, yɛlimaŋli, ninvuɣ’ pisopɔinnaayopɔin ka bɛ yɛn ku n-yo man’ kubu samli.” Sɛt mini Ɛnɔsh","If they were to kill seventy people for Cain's murder, then they will kill me, truly, seventy-seven people that they will kill for my murder."" Seth and Enosh",output_proprietary_batch1
"Adam and his wife had another son. They named him Seth, because they said, “God has given us a son to take the place of Abel, who was killed by his brother Cain.”","Ka Adam min’ o paɣ’ daa lan laɣim ka o dɔɣi bidibiga m-bol’ o yuli Sɛt, dama O daa yɛlimi, “Naawuni zaŋla bidib’ so ti ma ka o zani Ɛbɛl zaani, Keen ni daa ku Ɛbɛl la zuɣu.”","And Adam again lay with his wife, and she bore a son and called his name Seth, for she said, “God has granted me another child to take Abel's place, because Cain killed Abel.",output_proprietary_batch1
and died at the age of,"Sɛt daa niŋla yuun’ kɔbisiwɛi ni pinaayi, ka naanyi yi dunia yili.",Seth was eighty-two years old and passed away from the world.,output_proprietary_batch1
and died at the age of,"Jarɛd daa niŋla yuun’ kɔbisiwɛi ni pihiyɔbunaayi, ka naanyi yi dunia yili.","Jared was eighty-six and two hundred sixty-two years old, and then he died from the world.",output_proprietary_batch1
and God took him away at the age of,"Inok daa jɛmdi Naawuni viɛnyɛliŋga, ka so daa ti bi lan nya o, dama Naawuni n-daa kpuɣ’ o.","Enoch walked faithfully with God, and no one saw him again, because God took him.",output_proprietary_batch1
and this is the story about him. Noah was the only person who lived right and obeyed God.,"Nuhu zuliya m-bɔŋɔ: Nuhu daa nyɛla wuntizɔra ŋun jɛmdi Naawuni, ka ka galimi o ʒiɛman’ ni.","Nuhu's Story: Nuhu was a prophet who worshipped God, and he was steadfast in his faith.",output_proprietary_batch1
"The water under the earth started gushing out everywhere, the sky opened like windows, and rain poured down for",Ka saa daa luna m-mi wuntaŋ’ ni mini yuŋ biɛɣ’ pihinahi.,"And that day came, I knew evil things day and night.",output_proprietary_batch1
"He waited seven more days before sending the dove out again, and this time it did not return.","Ka o daa lan guhi daba ayopɔin pahi, ka lan chɛ ka ŋmani maa yi n-chaŋ yaha, dindina, ka ŋmani maa daa bi lan labina.","Then he waited another seven days, and he let the dove fly out and go away, but the dove did not return again.",output_proprietary_batch1
"When I send clouds over the earth, and a rainbow appears in the sky,","N yi ti chɛ ka sagbana zibigi ka sagani booi sagbana maa ni,","If I were to allow the snake to bite and the venom to enter into that snake,",output_proprietary_batch1
"Noah and his sons, Shem, Ham, and Japheth, left the boat. Ham later had a son named Canaan.",Nuhu bidibisi bɛn daa yi ŋariŋ maa ni na n-daa nyɛ: Shɛm mini Ham ni Jafɛt. Ham daa nyɛla Keenan ba.,Noah's sons who came out of the ark were: Shem and Ham and Japheth. Ham was the father of Canaan.,output_proprietary_batch1
One day he got drunk and was lying naked in his tent.,Ka o daa ti nyu tihi maa wain kuli n-do o zaɣim o suɣili ni.,"And he/she would always go drink that water, and it would strengthen his/her body.",output_proprietary_batch1
"The crops failed, and there was no food anywhere in Canaan. So Abram and his wife Sarai went to live in Egypt for a while. But just before they got there, Abram said, “Sarai, you are really beautiful!","O ni daa ti yɛn kpe Ijipti saha shɛli ka o yɛl’ o paɣ’ Zarai, “M mi ni a nyɛla paɣ’ viɛlli, ka a lihibu mali kɔre.","And when he was about to enter Egypt, he said to his wife Sarai, ""I know that you are a beautiful woman, and your appearance is lovely.",output_proprietary_batch1
"Finally, the king sent for Abram and said to him, “What have you done to me? Why didn't you tell me Sarai was your wife?","Ka Firawuna daa boli Ibram na nti bɔh’ o, “Bɔ n-niŋ ka a niŋ ma lala? Bɔ n-niŋ ka a bi yɛli ma ni o nyɛla a paɣa?","Then Pharaoh called Abram and asked him, ""Why did you do this to me? Why didn't you tell me that she was your wife?",output_proprietary_batch1
"So Lot chose the whole Jordan Valley for himself, and as he started out toward the east, he and Abram separated.",Ka Lɔt daa pii Jɔɔdɛn Mɔɣili vinvamli polo maa n-daa zaŋ kpa wulimpuhili polo. Bɛ ni daa woligi shɛm m-bala.,"Lot chose the fertile plain of Jordan, and he settled in a well-watered place. That is how they moved there.",output_proprietary_batch1
"Now walk back and forth across the land, because I am going to give it to you.","Yiɣisim’ doli tiŋgbɔŋ maa wɔɣilim mini di yɛliŋ nya, n ni zaŋ li ti a.”","When you perceive knowledge accompanying the beauty and goodness of that world, I will give it to you.",output_proprietary_batch1
"attacked King Bera of Sodom, King Birsha of Gomorrah, King Shinab of Admah, King Shemeber of Zeboiim, and the king of Bela, a city also known as Zoar.",daa ti lo tɔbu bɛ ʒiɛman’ ni n-chaŋ ni bɛ ti tuhi Sɔdom Naa Bɛra mini Gomɔra Naa Birisha ni Adima Naa Shinab ni Zɛbɔiim Naa Shɛmɛba ni Bɛla bee Zɔa naa.,They went to war in their valley and fought King Bera of Sodom and King Birsha of Gomorrah and King Shinab of Admah and King Shemeber of Zeboiim and King,output_proprietary_batch1
"A year later King Chedorlaomer and his allies attacked and defeated the Rephaites in Ashteroth-Karnaim, the Zuzites in Ham, and the Emites in Shaveh-Kiriathaim.","Yuun’ shɛli din daa ti pahiri yuun’ pinaanahi ni, ka Chɛdolaoma mini na’ shɛb’ bɛn daa sɔŋd’ o daa chaŋ ti tuhi nyaŋ Rɛfaim din be Ashitɛrɔtikarinaim tiŋgbɔŋ ni mini Zuzim din be Ham tiŋgbɔŋ ni ni Ɛmim din be Shavɛkiriataim tiŋgbɔŋ ni","In ancient times, Chedorlaomer and the kings who were allied with him went and defeated the Rephaim in Ashteroth-karnaim, and the Zuzim in Ham, and the Emim in Shaveh Kiriathaim.",output_proprietary_batch1
"At Siddim Valley, the armies of the kings of Sodom, Gomorrah, Admah, Zeboiim, and Bela fought the armies of King Chedorlaomer of Elam, King Tidal of Goiim, King Amraphel of Babylonia, and King Arioch of Ellasar. The valley",ka bɛ mini Ɛlam Naa Chɛdolaoma ni Goiim Naa Tidal ni Shiina Naa Amirafɛl ni Ɛlasa Naa Ariok ti gbaai tab’ tuhibu. Nanima anahi mini nanima anu n-daa lu tab’ zuɣu maa.,"And they, with Chedorlaomer king of Elam, Tidal king of Goiim, Amraphel king of Shinar, and Arioch king of Ellasar, waged war.",output_proprietary_batch1
"that his nephew Lot had been taken away. Three hundred and eighteen of Abram's servants were fighting men, so he took them and followed the enemy as far north as the city of Dan.","Ibram ni daa wum ni bɛ tuhi gbaag’ o dɔɣim maa chaŋ maa, ka o daa zaŋ o tɔbbi’ shɛb’ bɛ ni daa dɔɣ’ o yiŋ’ puuni, ka bɛ nyɛ tɔbutuhiri’ biinsi la ninvuɣ’ kɔbisita ni pisaayika n-kari bɛ naba hal ti paai Dan.","Abram heard that his relative had been captured and taken away, so he took his trained men who were born in his house, and they pursued the young thieves and the people, chasing them all the",output_proprietary_batch1
"and said to Abram: “I bless you in the name of God Most High, Creator of heaven and earth.","ka suhi alibarika niŋ o ni ka yɛli, “Zallakudura Naa ŋun nam zuɣusaa mini dunia ŋɔ niŋm’ alibarika niŋ Ibram ni!","And he blessed him, saying, ""May God Most High, Creator of heaven and earth, bless Abram!",output_proprietary_batch1
"The Lord said to Abram, “I brought you here from Ur in Chaldea, and I gave you this land.”","Di saha ka o daa lan yɛli Ibram, “Mani n-nyɛ Yawɛ ŋun daa yih’ a Ur din be Kalidianim’ tiŋgbɔŋ ni na ni n ti zaŋ tiŋgbɔŋ ŋɔ ti a ka a su li.”","And it came to pass that he again said to Abram, ""I am Yahweh, who brought you out of Ur of the Chaldeans' land, to give you this land to inherit.",output_proprietary_batch1
"The angel said, “Go back to Sarai and be her slave.","Ka Yawɛ malaika maa yɛl’ o, “Labim’ a lan’ maa sani nti zaŋ amaŋ’ ti o.”","And the angel said to Yawɛ, ""Go back to your wife and take your share and give it to him.",output_proprietary_batch1
"Abraham, you and all future members of your family must promise to obey me.","Ka Naawuni daa lan yɛli Ibrahimma, “Di simdi ni a min’ a zuliya maa gbibi n daalikauli maa bɛ ʒiɛmana zaa ni.","And God said to Abraham, ""It is right that you and your descendants keep my covenant throughout their generations.",output_proprietary_batch1
"Abraham, from now on your wife's name will be Sarah instead of Sarai.","Ka Naawuni daa yɛli Ibrahimma, “Zaŋ chaŋ a paɣ’ Zarai mi polo, di lan bol’ o Zarai, amaa pumpɔŋɔ zaŋ chana bolim’ o la Zara.","And God said to Abraham, ""As for your wife Sarai, do not call her Sarai anymore, but from now on call her Sarah.",output_proprietary_batch1
"Let me get you some food to give you strength before you leave. I would be honored to serve you.” “Thank you very much,” they answered. “We accept your offer.”","ka n chɛ ka bɛ niŋ bindirigu tin ya na, yi ni ka mani yi dabili ŋɔ sani ŋɔ na zuɣu, di nyaaŋa ka yi naanyi gari.” Ka bɛ yɛl’ o, “Niŋm’ a ni yɛli shɛm maa.”","And I will let them prepare food for you, you will eat your fill, and after that, you will be very satisfied."" And they said to him, ""Do as you have said.",output_proprietary_batch1
"and they asked, “Where's your wife Sarah?” “She is right there in the tent,” Abraham answered.","Di saha ka bɛ daa bɔh’ o, “Ka a paɣ’ Zara be ya?” Ka o yɛli ba, “O be tanti suɣili ŋɔ ni.”","Then they asked him, ""Where is your wife Zara?"" And he told them, ""She is in this room.",output_proprietary_batch1
"When God destroyed the cities of the valley where Lot lived, he remembered his promise to Abraham and saved Lot from the terrible destruction. Moab and Ammon","Naawuni ni daa saɣindi vinvamli ni tinsi maa saha shɛli maa, ka o daa teei Ibrahimma yɛla, ka yihi Lɔt o ni daa saɣindi tin’ shɛŋa din nyɛ Lɔt ni daa ʒi luɣ’ shɛl’ la n-tilig’ o. Mɔabnim’ mini Ammɔnnim’ Piligu","When God was destroying the cities and the land at that time, he remembered Abraham's situation, and he brought Lot out of the destruction of the places where Lot had settled, and saved him",output_proprietary_batch1
"The next day the older daughter said to her sister, “I slept with my father last night. We'll get him drunk again tonight, so you can sleep with him, and we can each have a child.”","Ka biɛɣu daa neei, ka bipuɣin’ kpɛm’ maa yɛli biasan’ la, “Nyama, Mam’ mini m ba sa dɔniya yuŋ la, dinzuɣu chɛ ka ti lan niŋ wain maa ti o yuŋ ŋɔ, ka a gba kpe o sani ka a min’ o ti dɔni, ka di chɛ ka ti nam zuliya o sani zali.”","And when evening came, the elder girl said to the younger one, ""Nyama, my father and I will sleep tonight, therefore let us give him wine again tonight, and you also",output_proprietary_batch1
he told everyone that his wife Sarah was his sister. So King Abimelech of Gerar had Sarah brought to him.,Ka Ibrahimma daa ti yɛli ni o paɣ’ Zara nyɛla o tizɔpaɣa. Ka Gɛra Naa Abimilɛk daa tim ti zaŋ Zara na.,"And Abraham had said that his wife Sarah was his sister. And Abimelech, King of Gerar, had come and taken Sarah.",output_proprietary_batch1
"and when the boy was eight days old, Abraham circumcised him, just as God had commanded.",O bia Yisahaku maa daba anii dali ka ŋun’ Ibrahimma daa gun’ o kaman Naawuni ni daa zal’ o shɛm.,"His son Isaac was born on the day that Abraham circumcised him, just as God had commanded him.",output_proprietary_batch1
"One day, Sarah noticed Hagar's son Ishmael playing, and she said to Abraham, “Get rid of that Egyptian slave woman and her son! I don't want him to inherit anything. It should all go to my son.”","Ka Zara daa yɛli Ibrahimma, “Karim’ dab’ paɣ’ ŋɔ min’ o bia ŋɔ, dama dab’ paɣ’ maa bia maa mini m bia Yisahaku ku laɣim di fali.”","And Sarah said to Abraham, ""Drive out this slave woman and her son, because the son of this slave woman will not inherit with my son Isaac.",output_proprietary_batch1
"Early the next morning Abraham gave Hagar an animal skin full of water and some bread. Then he put the boy on her shoulder and sent them away. They wandered around in the desert near Beersheba,","Ka Ibrahimma daa ti daŋ yibu asibaasi m-bo bindirigu, ka niŋ kom niŋ kom koligu ni n-zaŋ li nyaɣili Haga, ka zaŋ bia maa pah’ o n-chɛ ka o chaŋ. Ka Haga daa chaŋ ti be Bɛrishiiba yɔɣu ni dari ginda.","And Abraham rose early in the morning and took bread and a skin of water, and gave them to Hagar, placing them on her shoulder, and sent the child with her, letting her go. And Hagar went and wandered in the wilderness of Beersheba.",output_proprietary_batch1
"Help him up and hold his hand, because I will make him the father of a great nation.”","Yiɣisim’ kpuɣi bia maa n-gbib’ o a nuu ni viɛnyɛliŋga, dama n ni chɛ ka o zuliya ti galisi pam.”","Yigisim's child held him/her firmly by the hand, because I will let his/her descendants greatly surpass ours.",output_proprietary_batch1
"One day, Abraham told Abimelech, “Some of your servants have taken over one of my wells.”",Di saha ka Ibrahimma daa yɛli Abimilɛk o tumtumdiba ni daa fa ŋun’ Ibrahimma kɔbil’ shɛl’ la yɛla.,It was then that Abraham spoke to Abimelech about the wells of Abraham that his servants had seized.,output_proprietary_batch1
"Some years later God decided to test Abraham, so he spoke to him. Abraham answered, “Here I am, Lord.”","Dimbɔŋɔ nyaaŋa ka Naawuni daa ti yɛn zahim Ibrahimma ka bol’ o, “Ibrahimma!” Ka Ibrahimma garigi yɛli, “N-nyɛ ma.”","After some time, God came to test Abraham and called him, ""Abraham!"" And Abraham answered, ""Here I am.",output_proprietary_batch1
So Abraham got up early the next morning and chopped wood for the fire. He put a saddle on his donkey and set out with Isaac and two servants for the place where God had told him to go.,"Ka Ibrahimma daa ti daŋ yiɣisibu asibaasi m-pa o buŋ’ nyaampara, ka zaŋ o nachimba ayi min’ o bia Yisahaku pah’ omaŋ’ zuɣu, ka bo dari pahi ni o ti mali sara shɛli bɛ ni zaŋdi nyɔri buɣim la n-daa yi n-chaŋ katiŋa Naawuni ni daa wuh’ o luɣ’ shɛli maa.","And Abraham had saddled his donkey and taken his two young men and his son Isaac with him, and he split wood for the burnt offering, and then he set out for the place God",output_proprietary_batch1
"and I'll ask one of them for a drink. If she gives me a drink and then offers to get some water for my camels, I'll know she is the one you have chosen and that you have kept your promise to my master.","N yi ti yɛli bɛ ni paɣisar’ so, ‘N suhir’ a, suum’ a koyuli ŋɔ zali ka n nyu,’ ka o saɣi ka yɛli, ‘Nyuma, ka chɛ ka n tooi shɛl’ na ti ti a laakumnim’ ŋɔ gba ka bɛ nyu;’ nyin’ chɛ ka ŋuna n-nyɛ a ni bɔri ni so niŋ a dabili Yisahaku paɣ’ maa. Dina n-ni chɛ ka m baŋ ni a niŋ n dan’ maa nirilim maŋli.”","If I go and say to the girl, 'Please, give me this water from the pot to drink,' and she agrees and says, 'Drink, and let me also draw water to give to your camels too so they can drink;' then let her be the one you want to be the wife of your servant Isaac. That is what will make me know that you have shown true kindness.",output_proprietary_batch1
"After he had finished, she said, “Now I'll give your camels all the water they want.” She quickly poured out water for them, and she kept going back for more, until his camels had drunk all they wanted.","Ka o daa kpaai kom maa n-niŋ laakumnim’ maa kɔnyuribin’ ni yomyom, ka lan guui lab’ kɔbiliga maa ni ni o ti ŋɔŋ na yaha n-daa ŋɔŋ kom ti o laakumnim’ maa zaa.","And he then took the water and put a little bit into the guests' gourds, and then poured it back into the calabash so that he would give it again and then give water to all his guests.",output_proprietary_batch1
"Laban and Bethuel answered, “The Lord has done this. We have no choice in the matter.","Ka Leeban mini Bɛtuɛl daa yɛl’ o, “Yɛlli ŋɔ ni yila Yawɛ sani ŋɔ na, dindina ti ku tooi yɛl’ a din bie bee din viɛl’ zaŋ chaŋ di polo.","And Laban and Bethuel said to him, ""This matter has come from the Lord, therefore we cannot say to you anything bad or good concerning it.",output_proprietary_batch1
"But he said, “Don't make me stay any longer. The Lord has already helped me find a wife for my master's son. Now let us return.”","Amaa ka nachin’ kpɛm’ maa yɛli ba, “Yawɛ ni ti ma nasara shɛm ŋɔ zuɣu, di bi simdi ni yi chɛ ka n lan kpalim be kpe, timiya ma soli ka n labi n dan’ sani.”","But the old man told them, ""Because of the victory you have given me, it is not fitting that you let me remain here, send me back to my son.",output_proprietary_batch1
"One evening he was walking out in the fields, when suddenly he saw a group of people approaching on camels. So he started toward them. Rebekah saw him coming; she got down from her camel, and asked, “Who is that man?” “He is my master Isaac,” the servant answered. Then Rebekah covered her face with her veil.","ka bɔhi Ibrahimma nachin’ kpɛm’ maa, “Ka ŋuni n-lee be kpe ha palo ni n-chani tuhiri ti soli ŋɔ na?” Ka nachin’ kpɛm’ maa yɛl’ o, “N dana m-bala.” Ka Ribɛka daa zaŋ sariga pa n-lims’ o ninni.","And asked Abraham's chief servant, ""Who is that in the field walking towards us on this path?"" And the chief servant told her, ""It is my master."" And Rebecca then took a veil and covered her face.",output_proprietary_batch1
"Isaac built an altar there and worshiped the Lord. Then he set up camp, and his servants started digging a well.","Ka Yisahaku daa me sara maligu bimbini zali nimaani jɛm Yawɛ, ka zaŋ o tanti suɣili kpa nimaani. Ka o tumtumdiba daa lan gbi kɔbil’ shɛli nimaani yaha. Yisahaku mini Abimilɛk lo tab’ alikauli","And Isaac dug another well there and called it Yawɛ, and he settled in a spacious place there. And his servants also dug a well there again. Isaac and Abimelech made a covenant.",output_proprietary_batch1
"While Jacob was kissing him, Isaac caught the smell of his clothes and said: “The smell of my son is like a field the Lord has blessed.","Ka o daa mir’ o ti mɔɣis’ o kpariŋ; ka Yisahaku wum o binyɛra ʒiɛɣu ka niŋ alibarika niŋ o ni ka yɛli, “Wummi m bia ʒiɛɣu, di ŋmanila Yawɛ ni niŋ alibarika niŋ mɔ’ shɛl’ ni ʒiɛɣu.","And he had waited to bless him; and Isaac smelled the smell of his clothes and blessed him and said, “Behold, the smell of my son, it is like the smell of a field which the Lord has blessed.",output_proprietary_batch1
"“My son,” Isaac answered, “I have made Jacob the ruler over you and your brothers, and all of you will be his servants. I have also promised him all the grain and grapes that he needs. There's nothing left that I can do for you.”","Ka Yisahaku daa garigi yɛli Iso, “M pun zaŋ o leeg’ a dana, ka zaŋ o mabihi zaa leeg’ o daba; ka zaŋ kawana mini wain ti o. M bia, ka bɔ ka n ni tooi lan niŋ ti a mi?”","And Isaac answered Esau, “Behold, I have made him your master, and all his relatives his servants; and with grain and wine I have sustained him. My son, what then can I do for you?",output_proprietary_batch1
and stay with him for a while. When Esau stops being angry,"nti be nimaani hal ka a biɛli suhuyiɣisili maa ti chɛ,",So they believed that that evil trouble would leave us.,output_proprietary_batch1
and that he had obeyed his father and mother.,Ka o daa lan nya ka Yaakubu deeg’ o ba min’ o ma noli ka shiri kuli Mɛsopoteemia.,And he then realized that Jacob had deceived his father and his mother's family and had truly gone to Mesopotamia.,output_proprietary_batch1
"he looked out in a field and saw a well where shepherds took their sheep for water. Three flocks of sheep were lying around the well, which was covered with a large rock.","Ka o daa ti lihi nya kɔbiliga ka di do mɔɣu ni, ka piɛri tiɣisi do ʒii buta gil’ li, dama kɔbiliga maa ni kom ka bɛ daa ŋɔŋdi nyuhiri ba, ka kuɣ’ yɛlinli daa pa di noli zuɣu.","And he then saw a well and it was deep, and he tried to look down into it, because that well had water and they used to drink from it, and a frog was on its",output_proprietary_batch1
"Laban said to him, “You shouldn't have to work without pay, just because you are a relative of mine. What do you want me to give you?”","Di saha ka Leeban daa bɔhi Yaakubu, “A ni nyɛ n dɔɣira maa zuɣu, a yɛn tumla tuma ti ma yoli? Yɛlim’ ma a ni bɔri ni n yo a shɛm?”","Then Laban asked Jacob, ""Because you are my relative, are you going to work for me for nothing? Tell me what you want me to pay you.",output_proprietary_batch1
"Laban had two daughters. Leah was older than Rachel, but her eyes didn't sparkle, while Rachel was beautiful and had a good figure.","Liya nina daa dii ka alaafee, amaa ka Reechɛl ŋun daa viɛli pam ka o ninni kul nyɛlisira.","Leah's mother was well, but Rachel, who was very beautiful, was not yet married.",output_proprietary_batch1
"The Lord knew that Jacob loved Rachel more than he did Leah, and so he gave children to Leah, but not to Rachel.","Yawɛ ni daa nya ka Yaakubu je Liya maa, ka o ti Liya nama, ka chɛ ka Reechɛl nyɛ paɣiŋoo.","And the Lord saw that Jacob hated Leah, and he gave Leah children, but Rachel was barren.",output_proprietary_batch1
"She had a second son and named him Simeon, because she said, “The Lord has heard that my husband doesn't love me.”","Ka o daa lan niŋ pua n-dɔɣi bidibiga ka yɛli, “Yawɛ ni baŋ ni bɛ je ma zuɣu ka o ti ma bidibiga ŋɔ gba;” ka daa bol’ o yuli Simiɔn.","And she again became pregnant and gave birth to a child and said, ""Surely God knows that they hate me, so he has given me this child too;"" and she called his name Simeon.",output_proprietary_batch1
"That evening when Jacob came in from the fields, Leah told him, “You're sleeping with me tonight. I hired you with my son's love flowers.” They slept together that night,","Ka Yaakubu daa ti yi mɔɣu ni na zaawuni, ka Liya yi nti tuh’ o soli yɛl’ o, “N yɛn kpɛla a sanna zuŋɔ, dama n zaŋla m bia ŋmaankpihiga yo a zuɣu.” Ka Yaakubu min’ o daa dɔni dindali maa yuŋ.","And Jacob came from the field in the evening, and Leah went out to meet him on the way and said to him, ""I will sleep with you tonight, because I have given my son's mandrakes for you."" And Jacob slept with her that night.",output_proprietary_batch1
"You didn't have much before I came, but the Lord has blessed everything I have ever done for you. Now it's time for me to start looking out for my own family.","N ni daa kana saha shɛl’ la, bɛ daa nyɛla biɛla; ka pumpɔŋɔ bɛ yipa nabimi pam, ka n yi kul ŋmaligi kpa luɣ’ shɛlikam polo, Yawɛ niŋdila alibarika niŋ a ni. Amaa ka pumpɔŋɔ, bɔ saha ka man’ lee yɛn zaŋ wolim gbaai ti n yiŋnim’ gba?”","When I first came, they were few; but now they have become very many, and if I were to return to where I came from, the Lord would bless you. But now, when",output_proprietary_batch1
Jacob cut branches from some poplar trees and from some almond and evergreen trees. He peeled off part of the bark and made the branches look spotted and speckled.,"Di saha ka Yaakubu daa chaŋ ti ŋmahi tihi balibu diba ata wula n-kɔrisikɔrisi di paɣiri ka chɛ ka di mali piɛlimpiɛlim, ka chɛ ka di piɛlimpiɛlim maa be palo ni ka di piɛlipiɛla.","It happened that Jacob went and found three flocks of sheep resting, and the well was covered with a large stone, and that large stone was on the mouth of the well.",output_proprietary_batch1
"But he would not put out the branches when the weaker animals were mating. So Jacob got all of the healthy animals, and Laban got what was left.","Amaa o daa bi zaŋdi dari maa sɔŋdi biŋkɔb’ shɛb’ bɛn ka yaa la bɛn’ sani, ka di zuɣu daa chɛ ka Leeban biŋkɔbiri nyɛ zaɣ’ gbarima, ka Yaakubu dina nyɛ bɛn mali yaa,","But he did not use that stick to help his people, and because of that, Laban's people were defeated, and Jacob's people were the ones who won.",output_proprietary_batch1
"Once, when the flocks were mating, I dreamed that all the rams were either spotted or speckled.",“Biŋkɔbiri maa tab’ dubu saha ka n daa ti zahim zahindi nya ka bulahi bɛn duri buhi maa nyɛla zaɣ’ bomaboma mini bɛn liɣisiliɣisi ni bɛn nyɛ zaɣ’ bɔribɔri.,"As that small bird perched on a tree branch, I was observing it, and then I realized that those who herd cattle are very important, very wealthy, and very strong people.",output_proprietary_batch1
"But God appeared to Laban in a dream that night and warned, “Don't say a word to Jacob. Don't make a threat or a promise.”","Amaa ka Naawuni daa ka Leeban ŋun nyɛ Aram nir’ maa sanna yuŋ zahindi ni ti yɛl’ o, “Miri ka a yɛli Yaakubu yɛtɔɣ’ viɛlli bee yɛtɔɣ’ biɛɣu.”","But God came to Laban, who was an Aramean, in a dream by night and said to him, ""Be careful not to say to Jacob anything good or bad.",output_proprietary_batch1
"Laban searched the tents of Jacob, Leah, and the two servant women, but did not find the idols. Then he went to Rachel's tent.","Ka Leeban daa kpe Yaakubu suɣili ni n-yi nimaani kpe Liya suɣili ni, ka yi nimaani kpe dabipaɣiba ayi la suɣa ni, amaa ka bi nya shɛli di ni. Ka o daa yi Liya suɣili ni chaŋ ti kpe Reechɛl suɣili ni.","And Laban then entered Jacob's tent, and from there entered Leah's tent, and from there entered the two maidservants' tents, but he found nothing there. And he then left Leah's tent and went to enter Rachel's tent.",output_proprietary_batch1
