ref,text
But they did not sleep together before her baby was born. Then Joseph named him Jesus.,"tɩchɛ baa lɔɔ sɔ̃ɔ ɛ, tɩ tãn a sɔ̃ɔ 'lɔ wʊn dɔɔ a dabile, na wʊ 'yɔ̃ɔ a wʊ yuor Yesu."
"When King Herod heard about this, he was worried, and so was everyone else in Jerusalem.","A Nãa Hɛrɔd na wa wõ a lɛ wʊ pʊɔ sɔ̃ɔ naa, ka Jerusalɛm nɩyɔɔ pʊʊr mɩ sɔ̃ɔ,"
"Herod brought together the chief priests and the teachers of the Law of Moses and asked them, “Where will the Messiah be born?”",be lɛ wʊ bʊɔl a Juu nɩbɛ bɔɔrlo nɩbɛrɛ nɩ a nɛɛ wiwiilbe sʊʊr bʊɔrɔ ɩka wʊ bɔ̃ɔ a jie 'lɔ ban na dɔɔ a Nɩ-iraa.
"‘Bethlehem in the land of Judea, you are very important among the towns of Judea. From your town will come a leader, who will be like a shepherd for my people Israel.’ ”","‘Fʊ̃ʊ Bɛtɩlɛhɛm na be a Judiya paal pɔ, fʊ̃ʊ lɛ ɩ jaa pʊʊrbile a Juda kpãɛn dẽme pɔ, fʊ pɔ lɛ a kpɛ̃ɔ sʊɔ na yi kaara a n nɩbɛ Isɩral.’ ” (Mika"
Herod secretly called in the wise men and asked them when they had first seen the star.,Be lɛ ka Hɛrɔd sɔɔl bʊɔl a yɛ̃ dẽme bala sʊʊr ba a sɔ̃ɔ 'lɔ a ŋmɛrbir na pur wa.
"He told them, “Go to Bethlehem and search carefully for the child. As soon as you find him, let me know. I also want to go and worship him.”","Be lɛ wʊ tara ba chiin Bɛtɩlɛhɛm tɩ 'yɛr, “Yɩ chen tɩ yɔbɔ a bie kaa nɛ nɛ, yin wa nyɛ wʊ yɩ lɩɛb wa 'yɛr kʊ ma ka n mɩ chen tɩ puor wʊ.”"
The wise men listened to what the king said and then left. And the star they had seen in the east went on ahead of them until it stopped over the place where the child was.,"Ban wa chɛl a nãa 'yɛr baar, ba yin lo a sɔr chiine, a ŋmɛrbir 'lɔ ban nyɛ a sapar de ban nie tɩ ara a jie 'lɔ a bie na be."
They were thrilled and excited to see the star.,Ban wa nyɛ ka a ŋmɛrbir ara nʊ̃ɔ kpɛ ban yɔɔ jaa.
"Later they were warned in a dream not to return to Herod, and they went back home by another road. The Escape to Egypt","Tɩchɛ Nãaŋmɩn dɔ̃ɔ kpãa ba a jãn pɔ, ɩka ba ta lɛ lɩɛb chen a Nãa Hɛrɔd sɛ̃ ɛ, ka ba tu jiyuo kul a ba tẽe."
"After the wise men had gone, an angel from the Lord appeared to Joseph in a dream and said, “Get up! Hurry and take the child and his mother to Egypt! Stay there until I tell you to return, because Herod is looking for the child and wants to kill him.”","A yɛ̃ bɔ̃ɔnbɔ na wa chen baar, a Nãaŋmɩn malaka wan Josefʊ sɛ̃ jãn pɔ wa 'yɛr kʊ wʊ, “Vaa ir 'mɔɔ a bie nɩ a wʊ ma, na fʊ jo chiin be Ijipitɩ wɛr pɔ, na fʊ tɩ be a be wa tɩ tãn a sɔ̃ɔ 'lɔ ɩn na 'yɛr kʊ fʊ, bojũu a Hɛrɔd nɩ a wʊ nɩbɛ bʊɔrɔ na a bie kʊfʊ.”"
"That night, Joseph got up and took his wife and the child to Egypt,",Ka a Josefʊ ir 'mɔɔ a bie nɩ a wʊ ma a tãsɔɔ bãɩn jo chiin be a Ijipitɩ.
"When Herod found out that the wise men from the east had tricked him, he was very angry. He gave orders for his men to kill all the boys who lived in or near Bethlehem and were two years old and younger. This was based on what he had learned from the wise men.","A Nãa Hɛrɔd na wa bɔ̃ɔn ɩka a yɛ̃ dẽme banyã na yɩ a sapar bɛl wʊ naa a suur kpɛ wʊ a wʊ 'yɛr kʊ a wʊ sojasɩ ɩka ba chen tɩ kʊ dabile jaa na be a Bɛtɩlɛhɛm na ta yuom ayi bɩɩ na ba ta sɛrɛ ɛ, yi a sɔ̃ɔ 'lɔ jaa wʊn sʊʊr bɔ̃ɔn yi a yɛ̃ bɔ̃ɔnbɔ sɛ̃."
"So the Lord's promise came true, just as the prophet Jeremiah had said,","A lɛ jaa a Nãaŋmɩn 'yɛ'yɛrɛ Jeremiya na dɔ̃ɔ 'yɛr ɩ yelmãɛ,"
"“In Ramah a voice was heard crying and weeping loudly. Rachel was mourning for her children, and she refused to be comforted, because they were dead.” The Return from Egypt","“Ba wõn kɔkɔr be a Wurama tẽe pɔ, kõyiel nɩ wuur kpãɛn, Wurachɛl lɛ kõnõ a wʊ bibiir 'yɔ̃ɔ. Ba kpi na, waa lɛ bʊɔrɔ 'maalfʊ ɛ bojũu baa lɛ chɛnɛ go ɛ.” (Jeremiya"
"After King Herod died, an angel from the Lord appeared in a dream to Joseph while he was still in Egypt.","Hɛrɔd na wa kpi, Nãaŋmɩn malaka wan Josefʊ sɛ̃ be a Ijipitɩ jãn pɔ wa 'yɛr,"
"The angel said, “Get up and take the child and his mother back to Israel. The people who wanted to kill him are now dead.”","“Vaa ir 'mɔɔ a bie nɩ a wʊ ma na fʊ chiin a Isɩral wɛr pɔ, a bala na dɔ̃ɔ bʊɔrɔ a bie kʊfʊ kpi naa.”"
Joseph got up and left with them for Israel.,Josefʊ vaan ir 'mɔɔ a bie nɩ a wʊ ma chiin a Isɩral wɛr pɔ.
"But when he heard that Herod's son Archelaus was now ruler of Judea, he was afraid to go there. Then in a dream he was told to go to Galilee,","Tɩchɛ wʊn wa wõ ɩka Archelaus lɛ di a nãa a Judiya a wʊ sãa kũu puor, wʊ joro na dãbãɛ ɩka wʊ lɛ chen a be. Ka a Nãaŋmɩn wa kpãa wʊ a jãn pɔ ɩka wʊ chen be Galilee paal pɔ."
"and they went to live there in the town of Nazareth. So the Lord's promise came true, just as the prophet had said, “He will be called a Nazarene.”","Be lɛ wʊ chen Najaretɩ tɩ kpɩɛrɛ a be, ka a lɛ Nãaŋmɩn 'yɛ'yɛrɛ na dɔ̃ɔ 'yɛr ɩ yelmãɛ, “Ban bʊɔl wʊ naa Najaretɩ nɩrɛ.”"
Do something to show you have really given up your sins.,Yɩ vɛ̃ ka a yɩ lɛ befʊ wiil ɩka yɩ lɩɛb a yɩ tɩɛr.
"He said, “Turn back to God! The kingdom of heaven will soon be here.”","'yɛrɛ, “Yɩ lɩɛb a yɩ befʊ, a Nãaŋmɩn nãalʊ̃ʊ ta na.”"
John wore clothes made of camel's hair. He had a leather strap around his waist and ate grasshoppers and wild honey.,Nyɔɔma kɔɔlʊ fuu lɛ Jɔɔn ma su tɩ de gãn a lũn a sɩɛ. Soor nɩ sɩkãa lɛ ɩ a wʊ bʊ̃diir.
From Jerusalem and all Judea and from the Jordan River Valley crowds of people went to John.,Nɩyɔɔ yin a Jerusalɛm nɩ Judiya chiine a wʊ sɛ̃ nɩ a bala na yi a Jordan man koor.
"They told how sorry they were for their sins, and he baptized them in the river.",Ba woro naa a ba yeldɛbɛ tɩ wʊ suoro ba a Nãaŋmɩn kʊ̃ɔ be a Jordan man pɔ.
Many Pharisees and Sadducees also came to be baptized. But John said to them: You bunch of snakes! Who warned you to run from the coming judgment?,"Jɔɔn na wa nyɛ a Faraseemɩne nɩ a Saduseemɩne na waara a Nãaŋmɩn kʊ̃ɔ sofʊ jie, ka wʊ 'yɛr kʊ ba, “Yɩn waa bibiir, an n 'yɛr kʊ yɩ ɩka yɩ jo yi a Nãaŋmɩn suur na waara mɔ̃?"
An ax is ready to cut the trees down at their roots. Any tree that doesn't produce good fruit will be chopped down and thrown into a fire.,"A 'lar dɔɔl a tɩɛ pĩlem gu a ŋmaafʊ, tɩɛ jaa ba wa wɔ̃nɔ̃ wɔ̃ sʊ̃n ɛ ban ŋmaa wʊn lɔb 'yɔ̃ɔ bũu pɔ."
"His threshing fork is in his hand, and he is ready to separate the wheat from the husks. He will store the wheat in a barn and burn the husks in a fire that never goes out. The Baptism of Jesus (Mark","A ŋmayɩɛlaa ben a wʊ nũu pɔ, ka wʊ na yɩɛl a mʊ̃ɩ a vafʊ jie na wʊ kpaar a bie 'yɔ̃ɔ a boor pɔ tɩ chʊm a sɔ̃sɔɔr nɩ bũu 'lɔ na ba tara kpĩinfʊ bar.”"
Jesus left Galilee and went to the Jordan River to be baptized by John.,"Yesu yin a be a Galilee chen a Jordan man pɔ, ka a Jɔɔn na tɩ so wʊ a kʊ̃ɔ."
"But John kept objecting and said, “I ought to be baptized by you. Why have you come to me?”","Jɔɔn ba ta bʊɔrɔ ɩka wʊ so wʊ ɛ, na wʊ 'yɛr fʊ̃ʊ lɛ sɛɛ ɩka fʊ so ma tɩchɛ ka fʊ lɛ wa a n sɛ̃ go?"
"Jesus answered, “For now this is how it should be, because we must do all God wants us to do.” Then John agreed.","Tɩchɛ ka Yesu 'yɛr kʊ wʊ, “Vɛ̃ ka a ɩ a lɛ a pʊ̃pãanyã, a vɩɛl na ɩka sɩ ɩ a lɛ jaa Nãaŋmɩn na bʊɔrɔ.” Ka Jɔɔn sɔɔ lɛ a Yesu na 'yɛr."
"So Jesus was baptized. And as soon as he came out of the water, the sky opened, and he saw the Spirit of God coming down on him like a dove.","A lɛ wʊn wa so a Yesu a kʊ̃ɔ baar, a wʊ yi a kʊ̃ɔ pɔ, a sɔ̃ɔ 'lɔ̃nɔ̃ lɛ wʊ nyɛ a saaju na yuo a wʊ nyɛ a Nãaŋmɩn Sɩɛ na kaara ŋmam kaar suu wa mar a Yesu ju."
"Then a voice from heaven said, “This is my own dear Son, and I am pleased with him.”","Tɩ a kɔkɔr yɩ a Nãaŋmɩn sɛ̃ a saaju 'yɛrɛ, “A anyãna lɛ ɩ a n binʊ̃nãa ka a n 'yɔ̃ɔ ma 'maa nɩ wʊ.”"
"When Jesus heard that John had been put in prison, he went to Galilee.","Yesu na wa wõ ɩka ba nyɔɔn Jɔɔn na ba pɔɔ, wʊ chen Galilee."
"But instead of staying in Nazareth, Jesus moved to Capernaum. This town was beside Lake Galilee in the territory of Zebulun and Naphtali.",Wʊ yin Najaretɩ na wʊ tɩ kpɩɛrɛ be a Kapenahum a man nɛɛ be Jebulun nɩ Naftalɩ wɛr pɔ.
"Jesus answered, “The Scriptures also say, ‘Don't try to test the Lord your God!’ ”","Ka a Yesu mɩ 'yɛr kʊ wʊ, “A mɩ sɛb a Nãaŋmɩn gãn pɔ ɩka, ta bɛɛr a yɩ Nãaŋmɩn kaa ɛ.” (Mosesɩ Gãma Na Tu Anũu"
"Finally, the devil took Jesus up on a very high mountain and showed him all the kingdoms on earth and their power.","A tɩɩ lɛ tara wʊn don tɔ̃ɔ ju tɩ wiil wʊ a nãa di jiir a jaa na be ka a wɛr pɔ, na a bʊ̃vɩɛlsɩ lɛ an be."
"So God's promise came true, just as the prophet Isaiah had said,","Ka a lɛ jaa a Nãaŋmɩn 'yɛ'yɛrɛ Isaiya na dɔ̃ɔ 'yɛr ɩ yelmãɛ,"
"“Listen, lands of Zebulun and Naphtali, lands along the road to the sea and across the Jordan. Listen Galilee, land of the Gentiles!","“Jebulun wɛr, Naftalɩ wɛr, a man sɔr a Jordan man gɔ̃ɔn. Galilee be a nɩyor na kpɩɛrɛ."
Right then the two brothers dropped their nets and went with him.,Ka ba tɔ̃ɔ tãɛ a lɔyaarsɩ bar tɩ na ba turo wʊ.
"While Jesus was walking along the shore of Lake Galilee, he saw two brothers. One was Simon, also known as Peter, and the other was Andrew. They were fishermen, and they were casting their net into the lake.","Yesu na wa de a Galilee man gogoro lana, wʊ nyɛn yɛɛr ayi Simon ban bʊɔlɔ Pita nɩ a wʊ yɛbɛ Andiru na lɔɔrɔ lɔyaar 'yɔ̃ɔnɔ̃ a kʊ̃ɔ pɔ. Ba dɔ̃ɔ ɩ jãnyɔɔrbɔ."
"Jesus walked on until he saw James and John, the sons of Zebedee. They were in a boat with their father, mending their nets. Jesus asked them to come with him.","Wʊn lɛ yɩ a be chiine, wʊ lɛ nyɛn yɛɛr ayi, Jemesɩ na ɩ Jebedee bidaba naa a wʊ yɛbɛ Jɔɔn ka ba be a gboro pɔ nɩ a ba sãa Jebedee, maala a ba lɔyaarsɩ ka wʊ bʊɔl ba."
"At once they left the boat and their father and went with Jesus. Jesus Teaches, Preaches, and Heals (Luke",A ba tɔ̃ɔ tɩɛ a gboro bar nɩ a ba sãa tɩ turo wʊ.
"Jesus went all over Galilee, teaching in their synagogues and preaching the good news about God's kingdom. He also healed every kind of disease and sickness.",Yesu yɔn a Galilee wile ba a lɔ̃ɔfʊ jiir tɩ mʊɔlɔ a Nãaŋmɩn nãalʊ̃ʊ 'yɛr nʊ̃ɔ tɩ sãana nɩrɛ jaa baal.
"News about him spread all over Syria, and people with every kind of sickness or disease were brought to him. Some of them had a lot of demons in them, others were thought to be crazy, and still others could not walk. But Jesus healed them all.","Ka a wʊ yele yaar a Siriya ka ba tara a baalsɩ ba jaa waan a wʊ sɛ̃, bala a baalsɩ nɩ ãgãn ɔbɔ na nyɔɔ, bala na tara a sɩdɛbɛ, banyã baal tãanaa na nyɔɔ nɩ gbɛrfʊ jaa bʊrɔ, ka wʊ sãa a ba baalsɩ."
"Large crowds followed Jesus from Galilee and the region around the ten cities known as Decapolis. They also came from Jerusalem, Judea, and from across the Jordan River.","Nɩyɔɔ yin Galilee, nɩ Dekapolisɩ, nɩ Jerusalɛm, nɩ Judiya nɩ a Jordan man gɔ̃ɔn wa turo wʊ."
"So if you are about to place your gift on the altar and remember that someone is angry with you,","“Ala wa ɩ fʊ waara nɩ naa a fʊ kʊfʊ, a Nãaŋmɩn bɔɔr lofʊ jie na fʊ wa tɩɛr tɔ ɩka fʊ̃ʊ nɩ a yɛbɛ tara na 'yɛr,"
and he taught them:,"A wʊ piel wile ba 'yɛrɛ,"
God blesses those people who depend only on him. They belong to the kingdom of heaven!,"“Pʊpɛl lɛ kʊ a yɩn banyãna na ba tara bon jaa ɛ, tɩ bʊɔrɔ lɛ a Nãaŋmɩn na bʊɔrɔ. Yɩn lɛ so a saaju nãalʊ̃ʊ."
God blesses those people who grieve. They will find comfort!,"Pʊpɛl lɛ kʊ a yɩn na kõnõ, Nãaŋmɩn na 'maan a yɩ nyãa."
God blesses those people who are humble. The earth will belong to them!,Pʊpɛl lɛ kʊ a yɩn na siir a yɩ mãɛ. Nãaŋmɩn na kʊ ban bon jaa na be a wɛr pɔ.
God blesses those people who are merciful. They will be treated with mercy!,"Pʊpɛl lɛ kʊ yɩn banyã na kaara nɩrɛ nɩbaal, Nãaŋmɩn mɩ na kãan a yɩ nɩbaal."
God blesses those people whose hearts are pure. They will see him!,"Pʊpɛl lɛ kʊ banyã na nʊ̃ Nãaŋmɩn sɩrɛ, nɩ a ba nyãa wʊ jaa, bala lɛ na nyɛ Nãaŋmɩn."
"But I tell you not to swear by anything when you make a promise! Heaven is God's throne, so don't swear by heaven.","Tɩchɛ n 'yɛrɛ na kʊrɔ yɩ, yɩ ta pɔ jaa ɛ, yɩ ta pɔn a saaju gba ɛ, bojũu Nãaŋmɩn jaa jie lɛ,"
"The earth is God's footstool, so don't swear by the earth. Jerusalem is the city of the great king, so don't swear by it.","bɩɩ a wɛr ju, a wʊ gbɛr dɔɔlfʊ jie lɛ bɩɩ Jerusalɛm ɛ, bojũu be lɛ a Nãkpɛ̃ɛ kpɩɛrɛ."
"and no one lights a lamp and puts it under a clay pot. Instead, it is placed on a lampstand, where it can give light to everyone in the house.",Nɩrɛ maa chʊm fãtɩn de pɩɛ pɔɔ ɛ tɩchɛ wʊ ma bin a kuorgbe ju kʊ chaar yɔ̃ɔ nɩrɛ jaa a yir pɔ.
"Don't suppose I came to do away with the Law and the Prophets. I did not come to do away with them, but to give them their full meaning.","“Yɩ ta tɩɛr ɩka n wan ɩka n wa sɔ̃ɔ a nɛbinãa bɩɩ, a Nãaŋmɩn 'yɛ'yɛrbɛ wiilfʊ bar ɛ, n ba wa ɩka n wa sɔ̃ɔ yaa bar ɛ, n wan ɩka n vɛ̃ ka a ɩ yelmãɛ."
"But I promise you if you are angry with someone, you will have to stand trial. If you call someone a fool, you will be taken to court. And if you say that someone is worthless, you will be in danger of the fires of hell.","Tɩchɛ n 'yɛrɛ na kʊrɔ yɩ, ala ɩ fʊ nyɛn na yɛbɛ suur, wʊn nyɛn 'yɛr tɔɔrfʊ, ala ɩ fʊ tʊ̃n yɛbɛ na nyɛn 'yɛr tɔɔrfʊ a nɩbɛrɛ niem, fʊ̃ʊ wa 'yɛr nɩrɛ ɩka, jɔl nyã, na kpɛ̃n a bũu dagel 'lɔ pɔ."
"Before you are dragged into court, make friends with the person who has accused you of doing wrong. If you don't, you will be handed over to the judge and then to the officer who will put you in jail.","“An ɩ yɩn nɩ a yɩ sãn sʊɔ lɛ chiine a 'yɛr tɔɔrfʊ jie, yɩ mʊlɔ wʊ a sɔr pɔ, ka lɛ ba lɛ ɛ, wʊn de yɩn 'yɔ̃ɔ a 'yɛr tɔɔrɔ nũu pɔ, ka wʊ de yɩ kʊ a nɩpɔɔraa ka wʊ mɩ pɔɔ yɩ bar."
I promise you will not get out until you have paid the last cent you owe. Marriage,"Ala be a lɛ, faa be na wa yi ka fʊ̃ʊ ba wa yab a sãn baar ɛ."
You have been taught that a man who divorces his wife must write out divorce papers for her.,"“A mɩ dɔ̃ɔ 'yɛr ɩka, nɩrɛ nyã jaa na tɔr a wʊ pɔɔ bar, wʊ kʊ wʊ a pɔɔ bar gãn. (Mosesɩ Gãma Na Tu Anũu"
"You know our ancestors were told, “Don't use the Lord's name to make a promise unless you are going to keep it.”","“Yɩ mɩ lɛ wõn ban dɔ̃ɔ 'yɛr kʊ a sɩ sãakpãmɩne, ‘Yɩ taa sɔ̃ɔnɔ̃ a nɛɛ 'lɔ yɩn põl 'yɔ̃ɔ a yɩ mãɛ ɛ, tɩchɛ yɩ tara a lɛ yɩn põl 'yɔ̃ɔ a sɩ Soro.’"
"When you make a promise, say only “Yes” or “No.” Anything else comes from the devil. Revenge (Luke","Yɩ vɛ̃ ka a yɩ ɔ̃ɔ ɩ ɔ̃ɔ ka a yɩ kai ɩ kai, bon 'lɔ na gar a nɩtɔ̃ yin a dɛɛr sʊɔ sɛ̃."
"You know you have been taught, “An eye for an eye and a tooth for a tooth.”","“Yɩ dɔ̃ɔ wõ ban 'yɛr ɩka nɩbir na yãan nɩbir sãn, ka nyɩm mɩ yaa nyɩm sãn. (A Yifʊ Gãn"
"But I tell you not to try to get even with a person who has done something to you. When someone slaps your right cheek, turn and let that person slap your other cheek.","Tɩchɛ maa 'yɛrɛ na kʊrɔ yɩ, ta pii a nɩrɛ 'lɔ na sɔ̃ɔ fʊ sɔr ɛ. Tɩchɛ nɩrɛ wa 'ma fʊ a tʊkpal nyã pɔ, lɩɛb a nyã lɛ 'yɔ̃ɔ wʊ."
"If a soldier forces you to carry his pack one kilometer, carry it two kilometers.","Nɩkpɛ̃ɛ wa fɩr fʊ ɩka fʊ de a wʊ tuor tuo chiin niem bãlãa, tuo chiin tɛɛr jaa."
"When people ask you for something, give it to them. When they want to borrow money, lend it to them. Love (Luke","Kʊ nɩrɛ jaa na sʊɔr fʊ, ta mɔ̃ɔ nɩrɛ nyã mɩ na bʊɔrɔ ɩka wʊ pɛ̃ɛ a fʊ bon ɛ."
"You have heard people say, “Love your neighbors and hate your enemies.”","“Yɩ wõn ban dɔ̃ɔ 'yɛr ɩka, yɩ nʊ̃ a yɩ tɔ sʊɔ tɩ 'laar a yɩ dɔ̃sʊɔ. (Mosesɩ Gãma Na Tu Ata"
But I tell you to love your enemies and pray for anyone who mistreats you.,"Tɩchɛ maa 'lɔ 'yɛrɛ na kʊrɔ yɩ, nʊ̃ a yɩ dɔ̃dẽme tɩ sʊɔrɔ Nãaŋmɩn kʊrɔ a bala na gere yɩ,"
Then you will be acting like your Father in heaven. He makes the sun rise on both good and bad people. And he sends rain for the ones who do right and for the ones who do wrong.,ka yɩ na ɩ Nãaŋmɩn bibiir bojũu 'lɔ lɛ ma vɛ̃ ka a mɔ̃tɔ̃ɔ pur 'yɔ̃ɔ a nɩdɛbɛ nɩ a nɩsʊ̃n tɩ na wʊ ma vɛ̃ ka saa wa 'yɔ̃ɔ a bala na tor nɩ a bala na ba tor ɛ.
"If you love only those people who love you, will God reward you for this? Even tax collectors love their friends.","Yɩn nʊ̃ a bala na nʊ̃ yɩ tɛɛ, bo sãyar lɛ yɩn nyɛ? A lõpodierbe maa mɩ ɩ a lɛ bɩɩ?"
"If you greet only your friends, what's so great about this? Don't even unbelievers do that?","Yɩn ma puoro a bala tɛɛ na ɩ a yɩ nɩbɛ, bo tɔ̃nɔ̃ lɛ be be? A bala na ba ɩ a Juu nɩbɛ ɛ, maa mɩ ɩ a lɛ bɩɩ?"
But you must always act like your Father in heaven.,Yɩ ɩ nɩmɩn a lɛ a yɩ sãa Nãaŋmɩn na be a saaju kaar.
"When you do good deeds, don't try to show off. If you do, you won't get a reward from your Father in heaven.","“Yɩ bɔ̃ɔnɔ̃ sʊ̃, na yɩ taa mʊɔlɔ a yɩ yeltorsɩ a nɩbɛ niem ɛ, ka ba na bɔ̃ɔn ɛ, yɩn wa ɩrɛ a lɛ, yɩ kʊ̃ nyɛ sãyar a yɩ sãa Nãaŋmɩn na be a saaju sɛ̃ ɛ."
"When you pray, don't be like those show-offs who love to stand up and pray in the synagogues and on the street corners. They do this just to look good. I can assure you that they already have their reward.","“Yɩn maa wa sʊɔrɔ a Nãaŋmɩn, yɩ ta ma kaara a nɛɛr ayi dẽme kaar ɛ, ba ma nʊ̃n ɩka ba puoro a lɔ̃ɔfʊ yie pɔ, nɩ a tẽbɛrɛ pɔ, nɩ a sɔchara pɔ, ka nɩbɛ na nyɛ ba. Yelmãɛ jaa lɛ n 'yɛrɛ kʊrɔ yɩ, ɩka ba nyɛn a ba sãyar baar."
"When you pray, go into a room alone and close the door. Pray to your Father in private. He knows what is done in private and will reward you.","Tɩchɛ fʊ̃ʊ maa wa sʊɔrɔ a Sãa Nãaŋmɩn nyã sɩn ba nyɛrɛ ɛ, kpɛ a fʊ die pɔ, tɩ pɔɔ a pãn, tɩ sʊɔr a Sãa Nãaŋmɩn na nyɛrɛ bon jaa, na yab fʊn a sãyar."
"When you pray, don't talk on and on as people do who don't know God. They think God likes to hear long prayers.","Yɩn maa wa sʊɔrɔ a Nãaŋmɩn, yɩ ta ma 'yɛrɛ 'yɛrbie ala na ba tara tɔ̃nɔ̃ ɛ, lɛ lɛ a bala na ba bɔ̃ɔ Nãaŋmɩn ma maala, ba tɩɛr ɩka Nãaŋmɩn na wõn a ba sʊɔrfʊ a ba 'yɛrbiyɔɔ jũu."
Don't be like them. Your Father knows what you need even before you ask.,"Yɩ ta kaara a ba kaar ɛ, a yɩ Sãa den nie bɔ̃ɔn bon 'lɔ yɩn bʊɔrɔ."
"You should pray like this: Our Father in heaven, help us to honor your name.",“Nɩtɔ̃ lɛ yɩn ma sʊɔr a Nãaŋmɩn. Sɩ Sãa na be a saaju. Sɩ kʊ naa a fʊ yuor tɩɩr.
"Come and set up your kingdom, so that everyone on earth will obey you, as you are obeyed in heaven.","A fʊ nãalʊ̃ʊ wʊ wa. A fʊ bɔfʊ wʊ ɩ a wɛr pɔ, nɩtãa lɛ a fʊ bɔfʊ na ɩrɛ be a saaju."
"If you forgive others for the wrongs they do to you, your Father in heaven will forgive you.","“Yɩn wa vɛ̃ a yɩ taaba yeldɛbɛ bar ba, a yɩ Sãa Nãaŋmɩn na be a saaju mɩ na vɛ̃n bar yɩ."
"But if you don't forgive others, your Father will not forgive your sins. Worshiping God by Going without Eating","Yɩn ba wa vɛ̃ a yɩ taaba yeldɛbɛ kʊ ba ɛ, a yɩ Sãa Nãaŋmɩn mɩ kʊ̃ vɛ̃ a yɩ yeldɛbɛ kʊ yɩ ɛ."
"Instead, comb your hair and wash your face.","Yɩn wa gal kɔ̃, yɩ lor a yɩ nie maal a yɩ mãɛ,"
"Then others won't know you are going without eating. But your Father sees what is done in private, and he will reward you. Treasures in Heaven (Luke","ka nɩbɛ ta bɔ̃ɔn yɩn gal kɔ̃ ɛ, tɩchɛ a yɩ Sãa Nãaŋmɩn nyã sɩn ba nyɛrɛ ɛ, a Sãa Nãaŋmɩn nyã na nyɛrɛ yelsɔɔlsɩ na yab yɩn a sãyar."
"But more than anything else, put God's work first and do what he wants. Then the other things will be yours as well.","Yɩ de nie bɔ a Nãaŋmɩn nãalʊ̃ʊ nɩ a wʊ yeltorsɩ, tɩchɛ a anyãna a jaa, wʊn den pʊɔ yɩ."
