ref,text,translated,source_zip_file,bleu_score,chrf_score,avg_score
"The wicked brag about their deepest desires. Those greedy people hate and curse you, Lord.","Tsufɛ aha lalahɛ bʋtɔpʋ amʋ́ ɔwɔlɩ lalahɛ tsu ɩwɩ. Bʋtoyula aha asisipʋ, kpɔɩ Nana Bulu.","The elders have said that in the past they used to say these things. The elders have passed away, except for Nana Bulu.",output_proprietary_batch1,2.042946039568498,20.484654828251085,11.263800433909791
The wicked are too proud to turn to you or even think about you.,"Ɩwɩtsu sʋ bʋtamapʋ Bulu bwɛ tɔtɔ. Amʋ́ agywɩɩn fɛ́ɛ́ gyi, “Bulu ɔkʋkʋ má ɩnʋ.”","They did not give glory to God at all. Instead they said, ""God has forgotten me.""",output_proprietary_batch1,2.159701133933343,14.576291262608997,8.36799619827117
"But you see the trouble and the distress, and you will do something. The poor can count on you, and so can orphans.","Tamɛ togyitɔ ɩda fʋ ansɩtɔ, tsufɛ fʋdɛ ɩwɩɔsɩn pʋ́ ipian awunpʋ wun. Fʋtekleá fɔ́bʋa amʋ́ bregyibrɛ. Apɔnpʋ bʋtɔpʋ ansɩ dɩnka fʋsʋ, fʋtegyi awumbi bʋalɛ bregyibrɛ.","When we wake up in the morning, we should wash our face and body well. We should comb our hair nicely. We should also brush our teeth every day, and we should cut our nails nicely.",output_proprietary_batch1,2.4495087791876022,21.868083547023534,12.158796163105569
"Everyone tells lies, and no one is sincere.","Ɔhagyiɔha dɛ afunu wa suna mʋ ba. Bʋbʋ ɔnɔwankɩ. Amʋ́ wʋlɛwʋlɛ bogyoli nfɩ, batsula nana.","They said that death was coming to them. They were afraid. But when they looked carefully, it was just a bird.",output_proprietary_batch1,1.7911710595643588,13.231611093978158,7.511391076771258
But all of them are corrupt; no one does right.,Amʋ́ fɛ́ɛ́ badamli ɔma ha Bulu. Amʋ́ fɛ́ɛ́ ɔkpa motswii. Yile ɔbwɛpʋ ɔkʋkʋ má ɩnʋ. Ɔbakʋlɛ kʋraa mɛ́dalɩ amʋ́tɔ.,They all praised God. They all rejoiced greatly. Because he had done a good thing for them. They did not refuse to give them anything.,output_proprietary_batch1,1.6934096677198087,19.306109245908793,10.499759456814301
"I will always look to you, as you stand beside me and protect me from fear.",Mɩ ansɩ dɩn Nana Bulusʋ bregyibrɛ. Ɔlɩɩ mɩ gyɔpɩsʋ. Mʋ́ sʋ tɔtɔ ɩmɛ́ɛlɛ mɩ da.,I am called Nana Bulusu's grandchild. He was my grandfather. He has long since passed away.,output_proprietary_batch1,2.4074859035470344,16.975720264887258,9.691603084217146
"I am innocent, Lord! Won't you listen as I pray and beg for help? I am honest! Please hear my prayer.","Oo Nana Bulu, nu asʋn ánɩ́ ɩda ɔkpa, afʋnu mɩ isu! Nu mɩ mpaɩ, imotsu ofunupʋ ɔnɔ.","Oh God Almighty, the day that you will come, have mercy on us! Give us strength, so that we may receive your glory.",output_proprietary_batch1,1.8884748972625875,14.836976825254403,8.362725861258495
I don't do like others. I obey your teachings and am not cruel.,"Fɛ alɩá akʋ bʋtɔbwɛ a, mɩ mʋ́ ndɛ fʋ mblatɔ. Ntamabwɛ awuntɔlɩnpʋ bwɛhɛ.","When you come to the meeting, I will give you my book. The children are playing outside.",output_proprietary_batch1,2.5197593442434796,18.54775212911682,10.533755736680149
"You are good to me, Lord, because I do right, and you reward me because I am innocent.",Mɩ yilebwɛ sʋ Nana Bulu legyi mɩ bʋalɛ. Ɔlala ɩma mɩ ɩwɩ. Mʋ́ sʋ ɔlɔpʋ yile ka mɩ ɩkɔ.,I thank God that he has given me life. He has done good things for me. That is why I always praise him.,output_proprietary_batch1,2.2608914449138346,16.725956381990617,9.493423913452226
"You rescue the humble, but you put down all who are proud.","Tsufɛ fʋtɔhɔ ɩwɩasɩ abapʋ nkpa, tamɛ fʋtɛba ɩwɩ atsupʋ asɩ.","We have heard about many things, but we have not seen them ourselves.",output_proprietary_batch1,5.816635421147513,16.83180387486755,11.324219648007531
"I stuck my sword through my enemies, and they were crushed under my feet.","Nobwie amʋ́ bun mɩ ayabiasɩ, bʋmɛtalɩ tra kʋsʋ.","When they saw him, they were amazed and stood still.",output_proprietary_batch1,6.1024055573984235,20.730842452229282,13.416624004813853
"They have lost all courage, and from their fortresses, they come trembling.","Atɛtɔ lowu amʋ́, bʋdɛkpɩnkɩ kpakpakpakpa wɔ dalɩ amʋ́ oŋainkpa.","When the woman arrived, she found many different types of birds in her farm.",output_proprietary_batch1,2.908317710573757,16.789763874591458,9.849040792582608
You protected me from violent enemies and made me much greater than all of them.,Mʋtɛlɛ mɩ lɛ mɩ alupʋ ɩbɩ. Fotsu mɩ fʋa dʋn amʋ́; fɛlɛ mɩ lɛ awuntɔlɩnpʋ ɩbɩ.,I am a teacher and I teach children. I like my work very much; because I am a helper of people.,output_proprietary_batch1,2.224972978585352,18.54776983439178,10.386371406488566
You give glorious victories to your chosen king. Your faithful love for David and for his descendants will never end.,Fʋtɛha fʋ owie ɩsʋgyi akpɔnkpɔntɩ. Fʋtɛlɛ fʋ ɔdwɛá ɩma ɔka suna mɩ Dawid ánɩ́ fada ofuli mʋa mʋ abi-aná brɛ fɛ́ɛ́.,They brought the ark carefully. They brought it to the tent that David had set up for it and placed it in the middle.,output_proprietary_batch1,2.2608914449138346,17.590434339453065,9.92566289218345
"They don't speak a word, and there is never the sound of a voice.","Bʋmɛdɛ ɔblɩ kʋkʋ blɩ, bʋmɛdɛtɔɩ, tamɛ anɩdɛ mʋ asɩ nu.","When a person does something bad, they are blamed, but if you do it, it is good.",output_proprietary_batch1,2.568331954752977,19.43983914535235,11.004085550052665
"The Lord's instruction is right; it makes our hearts glad. His commands shine brightly, and they give us light.","Nana Bulu mbla ɩda ɔkpa, ɩtɛha ansɩ tegyi ɔha. Mʋ mbla lɔwankɩ. Ɩtɛtɩtɩ ɔha ansɩsʋ.","Nana Bulu was not well, he was sick for a long time. He was very sick. He was seriously ill.",output_proprietary_batch1,2.0705706652424007,13.33210890831208,7.70133978677724
"Don't let me do wrong on purpose, Lord, or let sin have control over my life. Then I will be innocent, and not guilty of some terrible fault.","Máha mɩ fʋ osumbi anfɩ ankɩansɩ bwɛ lakpan. Máha mʋ́ igyi mɩsʋ, mɛnɩ ɔlala méetsia mɩ ɩwɩ. Fówun mméegyi ɩpɔn ánɩ́ nabwɛ lakpan kpɔnkpɔntɩ.","I give you a small piece of advice and a little knowledge to keep. I give it to you today, so that tomorrow you will remember me. Because I will not be here again to give you advice every day.",output_proprietary_batch1,2.488793898877242,20.740839321922298,11.61481661039977
You did what he wanted most and never told him “No.”,Tɔá ɔlɔkʋlɩ tsu mʋ ɩklʋntɔ faha mʋ a. Fʋmekina tɔá ɔlɛfɩtɛ fʋ. Ɩya.,He/She has a bad character and is not trustworthy. You should avoid him/her. Yes.,output_proprietary_batch1,2.568331954752977,20.34370309201778,11.456017523385379
"You, Lord, brought me safely through birth, and you protected me when I was a baby at my mother's breast.",Fʋlɛlɛ mɩ tsu mɩ yin opunitɔ. Fɛha nɔpʋ ansɩ dɩnka fʋsʋ brɛá ndenyɔpʋ.,Help me so that I become a good person. Remove all bad things from my heart.,output_proprietary_batch1,2.301174290200105,15.077302902180497,8.6892385961903
"Don't let lions eat me. You rescued me from the horns of wild bulls,",Lɛ mɩ tsu agyata anfɩ ɔnɔ. Tsú akpokpo anfɩ bʋbʋ ɩyɩn anfɩ nsiebi ɔnɔ.,"When I see a lion, I run. Seeing a snake or any other dangerous animal, I run away.",output_proprietary_batch1,2.0540268312306345,14.668422226325703,8.361224528778168
"The Lord doesn't hate or despise the helpless in all of their troubles. When I cried out, he listened and did not turn away.","Tsufɛ ɔtamakɩ ohiani mʋ ipian owunkɛ, ki nwun. Ɔtamadamli ɔma ha mʋ. Osu kpoli mʋ a, ɔtɔsɔ mʋ ɔnɔ.","If a poor person finds something to eat, he eats it. He doesn't save it. When hunger strikes him, he buys it again.",output_proprietary_batch1,4.1798820492168565,21.968891776432105,13.074386912824481
"You treat me to a feast, while my enemies watch. You honor me as your guest, and you fill my cup until it overflows.","Fatswɩ ɔpʋnʋ mɩ alupʋ ansɩtɔ ha mɩ. Faklɩ mɩ aba. Mɩ onunwe labʋla, idetsitsa.","You opened your mouth and said bad things to me. You insulted me. My friend, forgive me, I am sorry.",output_proprietary_batch1,4.091522039564521,19.79324937701417,11.942385708289345
Who may climb the Lord's hill or stand in his holy temple?,Ma ɔbɔ́dʋ Nana Bulu ɩbʋ amʋ? Ma ɔbɛ́lɩɩ mʋ ɔtswɛkpa ɩnʋ?,Do you love God with all your heart? Do you serve him faithfully?,output_proprietary_batch1,2.627961710408444,13.536760422740604,8.082361066574524
"I ask only one thing, Lord: Let me live in your house every day of my life to see how wonderful you are and to pray in your temple.","Toku kʋlɛ pɛ ndɛ Nana Bulu kʋlɩ. Mʋ́ ɔkpa négya. Mʋ́gyi; nétsia mʋ woyitɔ mɩ nkpatɔ fɛ́ɛ́, pʋ mɩ ansibi wun alɩá ɔbʋ alɛ, gywɩɩn mʋ́ ɩwɩ mʋ ɔtswɛkpa ɩnʋ.","Long ago God spoke. He made a promise. He said; I will give you all the nations, so that my people will be many like the sand of the sea, because he loved his servant Abraham.",output_proprietary_batch1,1.3667950042025578,19.701792266298643,10.5342936352506
"My heart tells me to pray. I am eager to see your face,","Mɩ ɩklʋn ɔbɛɛ, “Dunka mʋ!” Mʋ́ mbɛɛ, “Nana Bulu, fʋ ndedunka.”","I said to him, ""Greet him!"" He said, ""Nana Bulu, you should greet him.""",output_proprietary_batch1,2.328734903585348,13.10022560889389,7.714480256239619
"Don't let them do to me what they want. People tell lies about me and make violent threats,","Mási mɩ, ankpa wie mɩ alupʋ ɩbɩtɔ, tsufɛ adansɩfɔ afunupʋ bakʋsʋ mɩsʋ, bʋdɛ mɩ huna.","I know that when a person dies, his relatives and friends mourn him, but not me.",output_proprietary_batch1,2.7162118995714084,17.18315082228708,9.949681360929244
"All you angels in heaven, honor the glory and power of the Lord!","Ɔsʋsʋ atumipʋ, mlɩkanfʋ Nana Bulu. Mlɩpʋ numnyam mʋ́a ɔwʋnlɩn ha mʋ.","The third commandment, you shall honor God. You shall keep his day holy for him.",output_proprietary_batch1,2.8265205879007453,19.36221047509607,11.094365531498408
The voice of the Lord destroys the cedar trees; the Lord shatters cedars on Mount Lebanon.,Mʋ ɔmɛ tebiabia Lebanon ndum. Itebiabia Lebanon odum akpɔnkpɔntɩ blublublu.,Your mother is like the cedars of Lebanon. The cedars of Lebanon are very tall trees.,output_proprietary_batch1,5.875148471810145,34.46360422168257,20.169376346746358
"and the desert tremble. And because of the Lord, the desert near Kadesh shivers and shakes.",Mʋ ɔmɛ tɔpʋtɩ kpɩnkɩ adimbi ɔsʋlʋ. Ɩtɛkpɩnkɩ Kades adimbi ɔsʋlʋ ɛ.,They traveled three days in the desert. They camped at Kadesh in the desert.,output_proprietary_batch1,6.5956657605874,32.68932104410622,19.642493402346812
Pray that our Lord will make us strong and give us peace.,"Nana Bulu tɔwa mʋ ɔmá ɔwʋnlɩn, ɔtɔpʋ iwilwii yula amʋ́.","Nana Bulu gave him a gun, he shot and killed the animal.",output_proprietary_batch1,3.377156414337854,15.390181071394734,9.383668742866295
"I felt secure and thought, “I'll never be shaken!”","Brɛá ɩlɔwa alɛ ha mɩ a, nɛblɩ mbɛɛ, “Tɔtɔ mɛ́ɛtalɩ mɩ.”","""When the child saw that he was about to beat him, he said, ""Please forgive me.""",output_proprietary_batch1,1.727223799216787,14.384625028901546,8.055924414059167
"You, Lord God, are my mighty rock and my fortress. Lead me and guide me, so that your name will be honored.","Fʋgyi mɩ ɩbʋta pʋ́ mɩ oŋainkpa kpikpli. Fʋ ɩda sʋ gya mɩ nkpa, afʋkpa mɩ.","You should not beat your wife every time. You should love her, not beat her.",output_proprietary_batch1,1.947901982442519,16.753456510997793,9.350679246720157
"You are faithful, and I trust you because you rescued me.","Napʋ mɩ ɔŋɛ wa fʋ ɩbɩtɔ. Oo! Nana Bulu, Bulu Ɔnɔkwalɩpʋ, fahɔ mɩ.","The thing I did is not good. Oh! Lord God, Almighty God, forgive me.",output_proprietary_batch1,4.814971807094068,9.988670943487053,7.40182137529056
The Lord destroys the plans and spoils the schemes of the nations.,"Nana Bulu tɛha ɔmá-ɔmá asʋn tesin amʋ́ ɔnɔ, oteyinta amʋ́ nhɩhɩɛtɔ.","Nana Bulu gave each person a different language, so they could not understand each other.",output_proprietary_batch1,2.2869567780619007,17.909344603086062,10.09815069057398
The Lord looks at the world,"Otowun atɔ tsu ɔsʋsʋ kein, ɔdɛ anyankpʋsa fɛ́ɛ́ wun.","The person who drinks too much alcohol, he will see all kinds of troubles.",output_proprietary_batch1,2.445593937240363,16.417631959035074,9.431612948137719
The Lord is there to rescue all who are discouraged and have given up hope.,Ɔma ɩfɔ aha ánɩ́ ɩlakpɔn amʋ́ wa. Ɔtɔhɔ aha ánɩ́ ɔkla lasrɩ amʋ́.,He gave three cloths to his younger siblings. He bought three cloths for his friend.,output_proprietary_batch1,2.719665272174911,17.06687582561309,9.893270548894
Shield me and help me.,"Kʋsʋ tsu fʋ akɔtɔ, afʋtin amʋ́ ɔkpa!","Wake up from your sleep, a new day has dawned!",output_proprietary_batch1,0.0,9.975740434142752,4.987870217071376
"I will celebrate and be joyful because you, Lord, have saved me.","Nana Bulu sʋ ansɩ bégyi mɩ. Ɩwɩ bɛ́sankɩ mɩ, tsufɛ alahɔ mɩ nkpa.","Nana Bulu's child has given birth to me. He has saved me, therefore I praise him always.",output_proprietary_batch1,5.7259987315337755,21.458877574490927,13.59243815301235
"The wicked will lose all of their power, but the Lord gives strength to everyone who is good.","Nana Bulu tɛkpa lalahɛ ɔbwɛpʋ ɩba, tamɛ ɔtɔwa yile ɔbwɛpʋ ɔwʋnlɩn.","Nana Bulu was very happy when he came, but he left the place sad.",output_proprietary_batch1,4.530000220830556,15.116264250369033,9.823132235599795
"You, Lord, know every one of my deepest desires, and my noisy groans are no secret to you.","Mɩ Wie, fʋyin tɔá ndedunka. Tɔá sʋá ndesu wa ɩwɩtɔ ɩda fʋ ansɩtɔ.","My God, forgive our sins. Forgive all our sins that we have committed against you.",output_proprietary_batch1,3.80640298278295,14.883751915286261,9.345077449034605
"I told you my sins, and I am sorry for them.",Nalɛ mɩ lakpan blɩ. Ɩlahɔ mɩ ɔsɩn ánɩ́ nabwɛ mʋ́.,Give me a chair to sit on. Bring me water so I can drink it.,output_proprietary_batch1,2.719665272174911,14.324284108620047,8.521974690397478
"I felt a fire burning inside, and the more I thought, the more it burned, until at last I said:","Mɩ klʋn lɛblɩ ogya wa mɩ ɩwɩtɔ pɩnpɩɩnpɩn. Brɛá ndɛ mʋ́ ɩwɩ gywɩɩn kotoo a, iletsii ogya. Mʋ́ sʋ nɛblɩ mbɛɛ,","My friend's child came to my house yesterday. When he wanted to drink water, he broke the cup. He then ran away.",output_proprietary_batch1,1.7179060012299232,15.882504052023114,8.800205026626518
"“Listen, Lord, to my prayer! My eyes are flooded with tears, as I pray to you. I am merely a stranger visiting in your home as my ancestors did.","“Oo Nana Bulu, nu mɩ mpaɩ, afʋnu mɩ isu. Mákina nu. Tsufɛ ɔfɔɔ ngyi, ndɛka tsʋn kɛkɛ fɛ mɩ anain.","Oh God, give me strength, open my eyes. Help me. Forgive my sins, and let me walk well in your presence.",output_proprietary_batch1,3.086210653750193,18.524922344340865,10.80556649904553
"Our Lord, let your worshipers rejoice and be glad. They love you for saving them, so let them always say, “The Lord is wonderful!”","Tamɛ ha ɩwɩ ɩsankɩ aha ánɩ́ bʋtodunka fʋ fɛ́ɛ́, abʋnya fʋ ɩwɩ ansigyi. Ansɩ igyi aha ánɩ́ fʋ nkpahɔ legyi amʋ́ ansɩ, abʋkplʋn blɩ lablɩ bɛɛ, “Nana Bulu lomoni!”","If you do not have money to pay for all your debts, they will take your bed. If they take your bed and you have nowhere to sleep, you will shout and say, ""God help me!""",output_proprietary_batch1,2.5488079011500315,20.590439049894226,11.569623475522128
"Then my enemies won't defeat me, and I will know that you really care.","Ɩlaha nawun ánɩ́ fʋtekle mɩ asʋn, tsufɛ fʋmɛ́ɛha mɩ alupʋ abʋnya mɩ ɩwɩ ansigyi.","When you are going to do something, first think about the consequences and the results of that thing.",output_proprietary_batch1,2.862999365766888,17.764423499505266,10.313711432636078
"You have helped me because I am innocent, and you will always be close to my side.","Ɔlala ɩma mɩ ɩwɩ, sʋ fatsu mɩ lɩɩ tɩntɩn. Faha ansɩ dɛ mɩgyi fʋ ansɩtɔ brɛ fɛ́ɛ́.","He gave me a goat, so I slaughtered it and ate it all. That's why I don't have anything to give you now.",output_proprietary_batch1,2.4294859658214887,17.68152337678435,10.05550467130292
"Why am I discouraged? Why am I restless? I trust you, Lord! And I will praise you again because you help me, and you are my God.","Mɩ ɔkla, ntogyi sʋ asʋn dɛ fʋ han alɩ? Ntogyi sʋ fawa nwɛ alɩ? Pʋ ansɩ dɩnka Bulusʋ, tsufɛ nɛ́lakanfʋ mɩ bʋalɛ ogyipʋ pʋ́ mɩ Bulu.","My friend, what is the reason you are so sad? What is troubling you? Tell it to God, because he cares for us and he is our God.",output_proprietary_batch1,4.090688941829,25.490992915529137,14.790840928679069
I run to you for protection. Why do you turn me away? Why must enemies mistreat me and make me sad?,"Tsufɛ fʋgyi mɩ Bulu pʋ́ mɩ ɔtanʋkpa. “Ntogyi sʋ fasi mɩ wa ɔkpa? Ntogyi sʋ mɩ alupʋ bʋdɩn mɩsʋ, mʋ́ sʋ nɔ́wa nwɛ natɩ tsʋntsʋn?”","Then he asked God a question. ""Why did you create me this way? Why did you make me different from others, so that I don't have any friends?""",output_proprietary_batch1,3.9646699690353207,30.07290116385824,17.01878556644678
"You sold your people for little or nothing, and you earned no profit.","Fafɛ fʋ aha ibia pɔnhɛ, fʋmenya tɔtɔ anɩsʋ.","If you do not have children, you will not know the value of a mother.",output_proprietary_batch1,3.0098043843528286,18.090784823874703,10.550294604113766
We face death all day for you. We are like sheep on their way to be slaughtered.,"Ee! Fʋ sʋ anɩtefia lowu ɔpa-onye, fɛ akufa bapʋ bɛya ɔmɔkpa.","Yes! If you don't respect your father-in-law, then death will come to teach you a lesson.",output_proprietary_batch1,2.8629993657668873,20.619826459689875,11.741412912728382
"Mighty king, glorious ruler, strap on your sword","Otumipʋ, tsu fʋ ɔdayi tsan. Kɩta fʋ numnyam pʋ́ fʋ iwiegyitɔ.","Wake up, wash your face. Then eat your food so you can go to school.",output_proprietary_batch1,2.5540496664715904,14.644888495807532,8.599469081139562
"You love justice and hate evil. And so, your God chose you and made you happier than any of your friends.","Fʋtekle yilebwɛ. Lalahɛbwɛ mʋ́ a, fʋtekisi. Mʋ́ sʋ fʋ Wie Bulu lada fʋ ofuli, pʋ ansigyi bʋla fʋtɔ dʋn fʋ aba.","You will be blessed. If you are cursed, you will be cursed. But if God's Word enters your heart, it will remove all curses from your body.",output_proprietary_batch1,1.9508315563589544,21.159224460421107,11.555028008390032
"God is our mighty fortress, always ready to help in times of trouble.",Bulu gyi anɩ okpikplikpa pʋ́ anɩ ɔwʋnlɩn. Ɔma ɔka anɩ wa anɩ ɔkplankɛ.,The child is not a fool so that you should deceive him. He knows that you are lying.,output_proprietary_batch1,2.276859592073037,16.735028384408942,9.50594398824099
"The Lord Most High is fearsome, the ruler of all the earth.","tsufɛ Nana Bulu, Ɔsʋsʋʋsʋ mʋ Wie amʋ ɩwɩ bʋ ifu. Owie kpɔnkpɔɔnkpɔntɩ ogyi ɔyɩ fɛ́ɛ́sʋ.","Thank you God, the Creator of heaven and earth. May your name be praised forever.",output_proprietary_batch1,6.423094863383858,22.244728402762725,14.333911633073292
God is there to defend it and has proved to be its protector.,Bulu onuto bʋ awie amʋ woyitɔ. Alalɛ ɩwɩ ɔwan ánɩ́ mʋgyi ɔtanʋkpa kinkin ha mʋ́.,The child you are looking for has gone. But there is someone who looks exactly like him.,output_proprietary_batch1,2.8629993657668873,16.65541764962944,9.759208507698165
"Our God, here in your temple we think about your love.","Oo Bulu, anɩdɛ fʋ ɔdwɛá ɩma ɔka ɩwɩ gywɩɩn fʋ ɔtswɛkpa ɩnʋ.","Oh God, thank you for the day you have given us today.",output_proprietary_batch1,6.285596338261262,18.091815868588252,12.188706103424757
Soon they will die and all their wealth will be left behind.,"Tsufɛ nɩ owu a, omóotsu kʋkʋ natɩ. Mʋ numnyam ɛ ɩmɛ́ɛkpa mʋ ya.","If you fear death, you will not eat anything good. His cowardice has made him poor.",output_proprietary_batch1,2.4074859035470344,17.830866040740958,10.119175972143996
"God shines brightly from Zion, the most beautiful city.","Bulu tɔwankɩ tsu Sion, wuluá ɩbʋ akɩlɛ ɔyɩtɔ fɛ́ɛ́.","Daughters of Zion, come out and see King Solomon.",output_proprietary_batch1,8.29519350710986,18.08095386309448,13.188073685102168
"“Call my followers together! They offered me a sacrifice, and we made an agreement.”","Ɔbɛɛ, “Mlɩkpa aha ánɩ́ bʋtamakpa mɩ ɔma wa abatɔ ha mɩ. Aha amʋʋ bʋtɔbɔ afɔdɩɛ, ka ntam ha mɩ amʋ!”","""He said, ""I don't know whether it was a man or a woman who came to greet me. That person was very tall, so I was afraid of him!""",output_proprietary_batch1,1.533227700920213,20.943459970190027,11.23834383555512
"You made friends with every crook you met, and you liked people who break their wedding vows.",Fowun owikplu fakpla buo mʋ. Fʋa mbʋa atɔpʋ bʋ mba.,The birds flew and perched on it. They laid eggs there.,output_proprietary_batch1,2.315472233965254,14.24615938728246,8.280815810623857
Turn your eyes from my sin and cover my guilt.,"Bun ansibi mɩ lakpansʋ, afʋtsitsi mɩ lalahɛ fɛ́ɛ́.","When you see me tomorrow, greet my father for me.",output_proprietary_batch1,4.02724819242185,15.711427997234745,9.869338094828297
Offerings and sacrifices are not what you want.,"tsufɛ afɔdɩɛ tamagyi fʋ ansɩ. Nɩ nɔbɔ atɔtɔhɛ-afɔdɩɛ ha fʋ kʋraa a, fʋmedekle.","If you want to learn something, ask. If you don't understand what you've been taught, ask again.",output_proprietary_batch1,4.319402267866687,28.608332960941357,16.463867614404023
"You people may be strong and brag about your sins, but God can be trusted day after day.","Ɔha yinhɛ, ntogyi sʋ fʋdɛ ɩwɩ adabi da, lalahɛá fʋdɛpʋgyi Bulu aha sʋ? Ekekegyiɛkɛ ɔyɩkɛhɛ fɛ́ɛ́,","If someone does not have the Spirit, how can they understand the things of God? It is impossible,",output_proprietary_batch1,2.3901021968803136,15.873500913882047,9.13180155538118
"You plan brutal crimes, and your lying words cut like a sharp razor.","fʋdɛ lalahɛ susu. Ofunupʋ olembiapʋ, fʋ ɔdandʋ bʋ ogya fɛ ɔdayibi.","The child is crying a lot. If you don't comfort him/her, he/she will cry until he/she gets what he/she wants.",output_proprietary_batch1,1.5784309053930103,16.297392502505627,8.937911703949318
